SettlementPoint,year,month,Mean,Min,Max,SD,Volatility
HB_HOUSTON,2016,8,32.9725403225807,13.49,269.69,33.121781875193165,9.246079418830822e-05
HB_HOUSTON,2016,9,28.742416666666674,11.49,211.23,16.821039643259603,-8.436458012954364e-05
HB_HOUSTON,2016,10,28.24955645161289,4.0,284.79,18.950819928980856,-0.00015394060965762916
HB_HOUSTON,2016,11,20.36593055555555,3.05,51.61,7.431234496542127,0.0001401561602124932
HB_HOUSTON,2016,12,25.727661290322622,2.92,142.55,11.32320461530008,0.0003193067360761399
HB_HOUSTON,2017,1,24.78185483870971,3.03,96.21,7.904352417097664,-0.00046099618160584123
HB_HOUSTON,2017,2,23.265714285714306,4.52,58.68,8.612319604347366,-2.9686554946309453e-05
HB_HOUSTON,2017,3,28.21329744279944,6.85,144.16,14.123950526156515,0.0004345794032282474
HB_HOUSTON,2017,4,32.295736111111104,10.77,142.25,15.704205969482652,5.672037221563623e-05
HB_HOUSTON,2017,5,31.533172043010744,5.0,105.17,14.64211012278916,-0.00015972312890101902
HB_HOUSTON,2017,6,33.16834722222224,15.44,133.78,18.60204923631417,0.00021150269718041395
HB_HOUSTON,2017,7,34.37583333333333,16.72,306.24,22.793164369378225,-9.25837460422269e-05
HB_HOUSTON,2017,8,29.401720430107513,16.61,97.06,13.225864551440145,-0.00018746205496079983
HB_HOUSTON,2017,9,26.542944444444462,8.32,73.92,10.91963358890597,-3.553711177685859e-05
HB_HOUSTON,2017,10,30.141236559139788,4.4,249.2,23.325715626861335,0.00010915067128146804
HB_HOUSTON,2017,11,26.091055555555556,4.69,131.0,12.686734104963296,-0.00021786039596575883
HB_HOUSTON,2017,12,21.549005376344063,6.25,53.34,5.162866307722012,0.00016835512611229018
HB_HOUSTON,2018,1,37.944784946236524,6.19,1637.34,86.01527890478582,1.875033117157958e-06
HB_HOUSTON,2018,2,22.16410714285716,5.1,72.11,7.347411911330587,-0.0005500550220558331
HB_HOUSTON,2018,3,23.782543741588132,8.01,71.01,8.96803408972139,0.00022914702010460022
HB_HOUSTON,2018,4,24.652694444444446,8.4,58.92,7.830764138938863,-3.1069071075320404e-05
HB_HOUSTON,2018,5,34.14755376344084,8.43,530.4,37.10995493457376,0.00024258475023050297
HB_HOUSTON,2018,6,30.628486111111098,15.81,116.02,14.938345448626661,0.00021515468442505163
HB_HOUSTON,2018,7,79.03404569892474,9.95,2057.51,233.00015888349546,-0.00011153891834486103
HB_HOUSTON,2018,8,31.944247311827972,13.44,150.2,18.6641251009878,-8.63012050254822e-05
HB_HOUSTON,2018,9,27.581361111111068,15.06,91.04,10.751295245972893,1.5926277392845615e-05
HB_HOUSTON,2018,10,30.981935483870988,12.6,98.4,10.837428527252913,0.00020234854479326574
HB_HOUSTON,2018,11,31.319236111111124,10.01,104.77,11.698294258876448,-0.00023372337196437943
HB_HOUSTON,2018,12,30.333548387096755,6.85,116.17,9.879054520195677,-4.493921516967585e-05
HB_HOUSTON,2019,1,25.426034946236562,8.64,74.76,7.830863602989711,-3.196307616317637e-05
HB_HOUSTON,2019,2,21.50781249999998,5.47,57.38,6.6968686862040805,-3.468910545899566e-05
HB_HOUSTON,2019,3,27.832032301480492,8.18,651.0,32.6440667231485,0.00037389828310145103
HB_HOUSTON,2019,4,23.870652777777796,5.4,106.31,11.99962983858817,-0.00047218305937149686
HB_HOUSTON,2019,5,24.794274193548365,9.59,67.67,8.953671879096621,0.00022453506003113899
HB_HOUSTON,2019,6,26.897680555555574,9.93,111.16,15.453808881248248,-0.0003100854700746513
HB_HOUSTON,2019,7,29.91100806451612,11.34,274.33,26.800292086352286,-2.3810210327736043e-06
HB_HOUSTON,2019,8,126.62533602150543,10.32,3499.86,401.4410640782598,6.965734928035766e-05
HB_HOUSTON,2019,9,80.5876527777777,7.97,5011.16,380.543067820698,-5.5658404623703386e-05
HB_HOUSTON,2019,10,30.393602150537653,9.65,870.3,55.0885931424054,0.0002720006569075847
HB_HOUSTON,2019,11,24.0215,3.79,198.8,14.300458495621012,-0.0003398957699317233
HB_HOUSTON,2019,12,18.67249999999999,3.8,59.43,6.6220555812474515,-0.00017096302492413987
HB_HUBAVG,2016,1,19.25869623655914,5.13,54.53,5.5123168382360115,-0.00036353047704527593
HB_HUBAVG,2016,2,15.269252873563223,1.52,50.9,5.812592533369642,-0.0007958936980596468
HB_HUBAVG,2016,3,16.654347240915186,1.05,65.81,7.426260850084184,0.0007870212340424267
HB_HUBAVG,2016,4,18.16686111111111,1.07,94.38,9.574284135033096,-5.1717327996749945e-05
HB_HUBAVG,2016,5,18.247002688172035,2.64,73.06,8.214961649765993,0.0001577759126326057
HB_HUBAVG,2016,6,24.297847222222227,4.15,115.88,11.861734726158794,0.0004790187911870677
HB_HUBAVG,2016,7,27.459206989247352,5.86,99.3,12.793737081962158,-0.00015800757089748946
HB_HUBAVG,2016,8,30.948534946236535,13.39,232.88,28.067207749952498,9.790244543293469e-05
HB_HUBAVG,2016,9,27.188138888888897,10.99,203.88,15.16413774610703,-8.366891826231724e-05
HB_HUBAVG,2016,10,25.769059139784947,2.96,277.51,16.816964578457856,-0.00024357595522718552
HB_HUBAVG,2016,11,19.489305555555553,2.37,49.27,6.544536122879047,0.0002341982117163805
HB_HUBAVG,2016,12,25.36259408602154,2.34,139.98,11.198097445441174,0.00031726042354461527
HB_HUBAVG,2017,1,23.325551075268802,1.84,96.27,7.577709890137224,-0.0004693658357305992
HB_HUBAVG,2017,2,20.352127976190452,2.34,53.19,7.066815784413845,-0.0005744991115152265
HB_HUBAVG,2017,3,23.233230148048435,4.36,87.72,8.870794538909273,0.0004246129011199408
HB_HUBAVG,2017,4,24.830486111111128,8.6,91.68,8.938620642163299,0.0005163814938547617
HB_HUBAVG,2017,5,25.905026881720417,4.18,65.97,8.793912445332902,-7.132256699997798e-05
HB_HUBAVG,2017,6,28.513847222222214,14.64,88.26,12.215149025157547,7.777895766846227e-05
HB_HUBAVG,2017,7,31.864408602150526,16.7,263.26,18.501171755106707,-4.232790874649042e-05
HB_HUBAVG,2017,8,27.83861559139788,16.62,90.23,11.25476501294963,-9.947339597135007e-05
HB_HUBAVG,2017,9,24.51969444444443,8.4,61.96,8.268483617032992,-9.153481368903149e-05
HB_HUBAVG,2017,10,24.701451612903266,3.48,109.91,12.05308567698832,1.2639357880617978e-05
HB_HUBAVG,2017,11,23.16713888888889,3.68,91.6,8.902537112871347,-0.00010661668918310781
HB_HUBAVG,2017,12,21.209852150537618,4.55,56.06,5.336605259728787,0.0001872302428533492
HB_HUBAVG,2018,1,37.77303763440862,5.24,1658.38,87.50519670270873,-0.0003889519608715713
HB_HUBAVG,2018,2,21.83005952380953,4.2,73.4,7.607576739110757,-0.00017343408489343913
HB_HUBAVG,2018,3,22.40343203230148,6.13,69.98,8.604464627194634,0.00012402237104386848
HB_HUBAVG,2018,4,22.450305555555552,4.42,53.51,7.838026572185339,-0.00024148747211588187
HB_HUBAVG,2018,5,32.83485215053763,7.13,536.14,37.757652134754366,0.0005412609661143593
HB_HUBAVG,2018,6,29.781861111111088,14.66,113.13,14.418706406790347,0.00024679568464460415
HB_HUBAVG,2018,7,78.83232526881713,9.95,2061.56,233.32551272329218,-8.78417502298071e-05
HB_HUBAVG,2018,8,31.69458333333332,12.87,149.94,18.560145316602355,-0.00010637448602656682
HB_HUBAVG,2018,9,27.05302777777778,14.75,88.41,10.301125773944907,1.8823564450977592e-05
HB_HUBAVG,2018,10,29.889112903225822,9.98,95.61,10.165972310649039,0.00017713317707043102
HB_HUBAVG,2018,11,30.277208333333338,8.42,105.98,11.820105869491796,-0.0005224842331023883
HB_HUBAVG,2018,12,30.191989247311827,6.45,117.99,10.318657868630199,0.0003109352263667853
HB_HUBAVG,2019,1,24.68340053763441,5.59,75.44,8.21035899011041,-8.373710230269488e-05
HB_HUBAVG,2019,2,21.250639880952367,4.85,56.86,7.0730121645770625,2.4483353111039844e-05
HB_HUBAVG,2019,3,27.189030955585476,5.95,674.86,34.35972336363792,0.000346605293947425
HB_HUBAVG,2019,4,22.221166666666647,4.4,103.18,12.112938760854048,-0.0006000372630856111
HB_HUBAVG,2019,5,23.88376344086022,9.03,67.33,8.577879707268158,0.00034502276171483867
HB_HUBAVG,2019,6,25.17154166666668,8.6,102.85,13.788867563759192,-0.00027704313947854567
HB_HUBAVG,2019,7,29.69623655913976,11.28,274.53,26.839811239624783,-3.8304549266630535e-05
HB_HUBAVG,2019,8,126.34983870967757,9.9,3499.49,401.12725896834405,6.803037372122959e-05
HB_HUBAVG,2019,9,79.4591944444445,7.89,5008.13,380.1739002592013,-0.0003171457509765223
HB_HUBAVG,2019,10,28.131760752688177,6.05,851.39,53.417383946265424,0.0005120593369839599
HB_HUBAVG,2019,11,23.2572361111111,2.91,201.15,14.540368868864523,-0.0004753702154197126
HB_HUBAVG,2019,12,18.623373655914005,3.49,60.41,6.752492529393898,-2.7619177724983772e-05
HB_NORTH,2016,1,19.133306451612892,5.09,55.56,5.465482000164042,-0.0003623478074721887
HB_NORTH,2016,2,15.292658045977005,2.0,51.26,5.741953441774283,-0.0007628051470297839
HB_NORTH,2016,3,16.859367429340523,1.46,60.79,7.259944346713296,0.0007541126258807004
HB_NORTH,2016,4,18.350666666666676,1.3,90.11,9.314117201804844,-4.576493793355577e-05
HB_NORTH,2016,5,17.905631720430126,3.55,74.68,7.666826119704723,0.00013479446649741848
HB_NORTH,2016,6,23.15805555555555,3.64,101.0,10.378440279708135,0.0004917953212989727
HB_NORTH,2016,7,26.8007930107527,9.02,98.94,11.667287327521286,-0.00014228952593451616
HB_NORTH,2016,8,29.82838709677418,13.37,223.94,25.427223868923868,8.704108514538018e-05
HB_NORTH,2016,9,26.249180555555544,10.7,200.0,14.525627155172383,-8.506059061210747e-05
HB_NORTH,2016,10,24.005255376344078,2.71,269.05,15.390332528302768,-0.00025519994950179816
HB_NORTH,2016,11,18.66488888888888,1.92,47.62,6.101731530063151,0.0002447812648855143
HB_NORTH,2016,12,25.149045698924702,3.17,138.12,10.941741566558264,0.0003199895331553499
HB_NORTH,2017,1,22.991854838709685,2.02,96.37,7.400329722413332,-0.0004579655466769584
HB_NORTH,2017,2,19.4481994047619,4.77,51.8,5.934393190161845,-0.0004597130670617818
HB_NORTH,2017,3,21.227779273216694,5.46,63.71,6.777892002262999,0.00022475786384053056
HB_NORTH,2017,4,21.41055555555557,7.16,61.79,6.244917842248714,0.0005640469818212785
HB_NORTH,2017,5,23.41991935483871,5.2,62.98,6.722616735124593,-3.5922947542819224e-05
HB_NORTH,2017,6,25.890569444444427,15.33,70.82,9.048123147849383,1.2280264696475007e-05
HB_NORTH,2017,7,30.65431451612902,16.47,244.42,16.651010261624062,-1.188412712561844e-05
HB_NORTH,2017,8,26.832728494623666,16.61,85.93,10.255855876488063,-0.000126315748826782
HB_NORTH,2017,9,23.346111111111103,8.29,54.32,7.2612509134234475,-5.881603865151591e-05
HB_NORTH,2017,10,21.405900537634427,1.88,75.0,7.791168430578762,-6.804288375614769e-05
HB_NORTH,2017,11,21.59620833333333,3.19,69.49,7.568659608784363,-5.214391870191225e-06
HB_NORTH,2017,12,20.952997311827954,6.18,53.18,4.987721615378066,0.0002089446384931515
HB_NORTH,2018,1,37.5859005376344,6.24,1659.26,87.45206198148666,-0.0004634225433783327
HB_NORTH,2018,2,21.767023809523774,6.39,73.33,7.452917156357076,-3.42105925962811e-05
HB_NORTH,2018,3,22.608008075370122,8.57,69.87,8.217259861945996,1.7873774475382645e-06
HB_NORTH,2018,4,23.522916666666667,8.06,52.98,7.0269326382005435,0.00028706253841509363
HB_NORTH,2018,5,35.3061424731183,9.32,550.83,39.46338334548294,7.956327207225035e-05
HB_NORTH,2018,6,30.21188888888888,15.35,115.08,15.084811187253623,0.0002589818103495469
HB_NORTH,2018,7,78.96845430107523,9.79,2063.87,233.55245524774722,-8.85242422694543e-05
HB_NORTH,2018,8,31.603051075268784,12.0,150.0,18.64059523762587,-0.00013905740372074045
HB_NORTH,2018,9,27.299638888888918,14.02,89.78,10.928677673760703,1.7939201759094748e-05
HB_NORTH,2018,10,30.03416666666664,9.57,95.0,10.334967046572814,0.00021475239590263933
HB_NORTH,2018,11,31.234888888888918,9.38,114.35,11.596295053094748,0.00014785240779358752
HB_NORTH,2018,12,30.39826612903227,6.96,117.3,9.919452147482726,-0.0003439752893955484
HB_NORTH,2019,1,24.33263440860215,5.41,75.1,8.213235570821181,-6.18079479056757e-05
HB_NORTH,2019,2,20.864955357142883,4.48,56.39,7.018780915655381,-3.0478151731492486e-06
HB_NORTH,2019,3,28.103714670255727,8.95,676.5,34.15559397316518,0.00036300156394978824
HB_NORTH,2019,4,22.99740277777778,5.53,100.8,11.622436364291051,-0.0003478058663664324
HB_NORTH,2019,5,23.97888440860211,9.96,67.3,8.688466045637163,9.079377904242295e-05
HB_NORTH,2019,6,25.175819444444464,8.17,101.27,13.602406822767918,-0.0002708271085773374
HB_NORTH,2019,7,29.781290322580663,11.22,274.65,26.916675138030318,-4.527547063536996e-05
HB_NORTH,2019,8,126.52185483870967,10.0,3500.92,401.5181039277682,6.584278755472677e-05
HB_NORTH,2019,9,79.91958333333324,7.81,5010.22,380.5384254197815,-0.0002861065131143991
HB_NORTH,2019,10,27.995967741935484,6.11,853.71,53.323601612869396,0.0005063460401173252
HB_NORTH,2019,11,23.628611111111105,3.49,212.85,15.12134180687971,-0.0004161206250795803
HB_NORTH,2019,12,18.7319892473118,4.01,59.75,6.806604034839857,-0.00010457785981554485
HB_PAN,2019,4,16.54876666666666,-19.01,99.64,14.227681951102408,-0.012479128849845453
HB_PAN,2019,5,16.414327956989226,-15.06,67.69,13.544792459757307,
HB_PAN,2019,6,20.731319444444456,-11.58,100.06,15.826254741623815,
HB_PAN,2019,7,28.384569892473117,0.5,274.16,27.36512057912496,-0.00012443438345845862
HB_PAN,2019,8,124.9917338709677,-9.99,3497.75,401.49762789284887,
HB_PAN,2019,9,72.85329166666678,-14.97,5010.1,381.54704670945955,
HB_PAN,2019,10,18.71676075268816,-20.69,843.05,54.795727595405175,
HB_PAN,2019,11,11.661291666666664,-29.98,211.43,21.725598922420964,
HB_PAN,2019,12,8.81724462365592,-27.84,60.3,16.045190188916138,
HB_SOUTH,2016,1,19.210053763440854,5.18,54.4,5.458224904565119,-0.0003644390784940757
HB_SOUTH,2016,2,15.333591954022989,2.02,50.25,5.766310020451892,-0.0007900232047931649
HB_SOUTH,2016,3,16.763109017496653,1.0,69.59,7.562570221381636,0.0007825690572987801
HB_SOUTH,2016,4,18.51290277777777,1.17,99.0,9.962189284750309,-4.586140420574042e-05
HB_SOUTH,2016,5,18.570456989247315,2.77,71.92,8.661368325580215,0.00017527083281666307
HB_SOUTH,2016,6,24.645374999999984,4.93,119.5,11.984516256441225,0.00046483238634294763
HB_SOUTH,2016,7,26.960255376344076,-27.74,100.15,14.223926454532691,-inf
HB_SOUTH,2016,8,31.20797043010751,13.44,237.08,28.706992658650858,9.590611246321628e-05
HB_SOUTH,2016,9,27.405569444444456,11.08,203.25,15.053059746843541,-8.023476816989583e-05
HB_SOUTH,2016,10,26.68966397849464,3.43,282.46,17.671567723574363,-0.0001348389923707823
HB_SOUTH,2016,11,20.14883333333334,3.2,49.27,6.918300399465621,0.00012468055476209876
HB_SOUTH,2016,12,25.708991935483862,2.72,141.49,11.367082161043967,0.0003118187722999877
HB_SOUTH,2017,1,23.624811827956986,1.89,96.01,7.575724207807043,-0.00046784019876600373
HB_SOUTH,2017,2,21.079360119047603,3.29,53.41,7.134705341168082,-0.000316733764427256
HB_SOUTH,2017,3,23.680753701211305,5.02,78.22,8.666648996123275,0.0003159156735740713
HB_SOUTH,2017,4,25.6094027777778,8.88,94.72,9.029660940162142,0.0003922169538295446
HB_SOUTH,2017,5,26.49501344086023,4.73,68.65,9.192251989315865,-5.4516831224339574e-05
HB_SOUTH,2017,6,29.65469444444443,15.39,98.22,13.388315766817483,7.881500903823377e-05
HB_SOUTH,2017,7,32.12946236559143,17.07,268.53,18.901360436732627,-5.8816681425693304e-05
HB_SOUTH,2017,8,28.315026881720453,16.63,91.52,11.581170602149854,3.762318472697206e-05
HB_SOUTH,2017,9,25.51509722222224,8.68,68.76,8.801109045773565,-0.00020358536397665594
HB_SOUTH,2017,10,25.56365591397848,4.63,113.12,11.443610361693004,4.102440792788691e-05
HB_SOUTH,2017,11,23.97718055555557,5.09,92.56,8.787211894234105,-0.00015732267000701175
HB_SOUTH,2017,12,21.99791666666665,5.73,64.46,5.585505404189781,0.0001572888613316151
HB_SOUTH,2018,1,39.498145161290296,6.01,1675.95,88.67166127106827,-0.00032100142624777
HB_SOUTH,2018,2,22.306398809523813,4.08,74.89,7.797641728131434,-0.0002413756170154114
HB_SOUTH,2018,3,22.888452220726812,7.37,70.15,7.99013498228365,0.00022866626755773593
HB_SOUTH,2018,4,24.471888888888902,7.06,54.92,7.698613356269684,5.144621066715087e-05
HB_SOUTH,2018,5,34.2260752688172,9.67,531.39,37.16877772907251,0.00025519994950179843
HB_SOUTH,2018,6,30.068638888888913,16.07,114.49,13.9785372968641,0.00018202949867008415
HB_SOUTH,2018,7,78.8473790322581,10.07,2058.15,232.88427198288306,-0.00011805930014034872
HB_SOUTH,2018,8,31.66752688172045,14.7,149.28,18.317685981494456,-5.809827921779409e-05
HB_SOUTH,2018,9,27.189805555555555,15.64,87.78,10.218478841636117,1.3638953029131846e-05
HB_SOUTH,2018,10,29.772513440860244,14.49,93.43,9.647190833725764,0.00014173867993277022
HB_SOUTH,2018,11,29.837180555555587,9.46,104.24,11.002205151109665,-0.00047361820505722026
HB_SOUTH,2018,12,30.089301075268807,6.18,118.6,10.294004189647126,0.000264310743024835
HB_SOUTH,2019,1,25.086061827956964,7.0,74.19,7.680102234868328,-6.187680065637468e-05
HB_SOUTH,2019,2,22.125639880952377,5.75,58.75,6.98671715324944,1.7238264021413842e-05
HB_SOUTH,2019,3,27.13555854643338,6.63,685.53,34.99492019245875,0.00028391837188220117
HB_SOUTH,2019,4,22.463333333333342,4.21,105.56,11.90811907317516,-0.0006413404899954157
HB_SOUTH,2019,5,24.059946236559167,9.4,66.0,8.276677345653288,0.00038666945222013885
HB_SOUTH,2019,6,23.904361111111104,10.55,104.57,12.982437741673447,-0.0003529794967248053
HB_SOUTH,2019,7,29.637500000000028,11.46,274.37,26.76676244782117,7.245087448163194e-05
HB_SOUTH,2019,8,125.93654569892459,10.49,3497.19,400.26523323143147,7.475491566301855e-05
HB_SOUTH,2019,9,78.90047222222212,8.03,5000.73,379.0236350930704,-3.450833137017844e-05
HB_SOUTH,2019,10,29.468400537634416,8.4,838.47,52.06511827553334,0.00022907918517590503
HB_SOUTH,2019,11,23.718555555555533,3.95,181.03,13.497690540509819,-0.0002599372485860737
HB_SOUTH,2019,12,18.95251344086021,3.58,69.69,6.656832472968684,-0.00022951711611946175
HB_WEST,2016,1,19.126559139784952,4.84,55.96,5.552808074476875,-0.0003630778834435429
HB_WEST,2016,2,14.988663793103447,-0.61,51.36,6.017304549324409,0.0006772151854872945
HB_WEST,2016,3,15.871668909825038,0.38,60.57,7.38101028616066,0.0008607200883501389
HB_WEST,2016,4,16.86274999999999,-0.05,90.43,9.270893627043186,0.0029137912316004786
HB_WEST,2016,5,17.337674731182776,1.06,71.97,7.648550692442676,0.0001583105317962124
HB_WEST,2016,6,23.141930555555533,3.73,102.08,10.28663749776717,0.0004864328092747199
HB_WEST,2016,7,26.543561827957014,9.03,96.73,11.548332657215811,-0.00017029944776827857
HB_WEST,2016,8,29.786733870967733,13.26,224.54,25.37416828923725,0.00011631781764926847
HB_WEST,2016,9,26.354250000000036,10.68,201.03,14.581646674594005,-8.5673617822008e-05
HB_WEST,2016,10,24.113938172042996,1.58,273.75,15.80581918160384,-0.0004548089499752078
HB_WEST,2016,11,18.778416666666644,0.8,48.69,6.2965959405148775,0.0004524634848095417
HB_WEST,2016,12,24.86266129032258,0.26,137.73,11.297255966368272,0.0003179421816223874
HB_WEST,2017,1,21.901720430107524,-0.4,96.47,8.329261364773265,-0.002953815720952921
HB_WEST,2017,2,17.616681547619056,-4.3,52.13,8.353607598538456,
HB_WEST,2017,3,19.813593539703888,-0.05,64.77,8.285855409811548,0.0008883383129456734
HB_WEST,2017,4,19.996097222222236,-0.95,67.92,8.115485320873688,-0.005109299782584728
HB_WEST,2017,5,22.166612903225815,1.2,53.75,6.960570769950853,-3.5218242465083426e-05
HB_WEST,2017,6,25.331694444444455,11.13,73.8,8.68839524121474,1.842435232229355e-06
HB_WEST,2017,7,30.29364247311829,16.53,233.81,16.116670387293876,5.938087224948203e-07
HB_WEST,2017,8,26.817043010752666,16.63,86.37,10.236244257218413,-0.00012887708288993808
HB_WEST,2017,9,22.678819444444443,8.32,54.25,6.831218681457303,-6.002092766794785e-05
HB_WEST,2017,10,21.693830645161306,1.84,70.17,8.016050770997207,-4.439077623372123e-05
HB_WEST,2017,11,21.00179166666666,-0.09,73.34,8.324036361486979,0.0010976483323172266
HB_WEST,2017,12,20.33803763440862,-2.28,53.28,6.117314012983186,-0.002463185837424615
HB_WEST,2018,1,36.051639784946275,0.21,1661.14,87.99336444454858,-0.0009236762810834289
HB_WEST,2018,2,21.087604166666658,1.05,73.33,8.12356220846839,0.000296153167973302
HB_WEST,2018,3,20.3336204576043,-0.62,69.7,9.999361985102992,
HB_WEST,2018,4,17.156625000000005,-5.98,52.8,11.163072038103403,-inf
HB_WEST,2018,5,27.692016129032254,-4.56,531.53,38.01272945351063,0.003446340439085801
HB_WEST,2018,6,28.277027777777782,7.12,107.0,13.839546440320046,0.0003321320408024597
HB_WEST,2018,7,78.51755376344079,9.71,2066.82,233.86985552369822,-3.697364161842359e-05
HB_WEST,2018,8,31.560120967741923,10.83,150.33,18.630238668683326,-0.0001420839441157439
HB_WEST,2018,9,26.139597222222196,7.07,85.07,10.06953208802467,2.750364902247224e-05
HB_WEST,2018,10,28.76133064516124,2.39,95.58,10.31509220988028,0.00014831728114094947
HB_WEST,2018,11,28.715250000000026,1.04,115.67,13.658234997523145,-0.004287030895646882
HB_WEST,2018,12,29.9440053763441,0.0,119.86,11.728604670439227,
HB_WEST,2019,1,23.881545698924697,0.63,75.83,9.6846452488892,-0.00018158533019871465
